sentence1	sentence2	label	semantic_similarity	quality_flag
in 1974 it became a municipality of the third category and in 1979 a firstclass municipality	in 1974 it became a municipality of the third category and in 1979 a firstclass community	0	0.9551	strong
in june 1929 in new york city janet married john william gordon powell who was an investment counselor	in new york city janet married john william gordon powell in june 1929 who was an investment advisor	1	0.9825	strong
susan s husband said stanton stirred the puddings susan stirred up susan and then elizabeth shaked the world	susan s husband said stanton stirred the puddings susan stirred up susan and then elizabeth stirs up the world	1	0.9791	strong
on 21 april 2018 edson barboza is expected to meet at ufc fight night 128	lee is expected to face edson barboza on april 21 2018 at ufc fight night 128	0	0.793	moderate
he worked in tielt between 1693 and 1717 as a teacher in bruges	he worked as a school teacher in bruges and between 1693 and 1717 in tielt	0	0.9776	strong
the georgian government protested against the allegedly increasing uncontrolled presence in the region and against the russian economic and political military of the south ossetian side	the georgian government protested against the allegedly growing uncontrolled presence in the region and against the russian economic and political military on the south ossetian side	1	0.9938	strong
others will have a clean channel that will break around 3 to start	others have a clean channel that will break to start up around 3	1	0.9312	strong
the river kabul is a tributary of the swat river part of the indus river	the swat river is a tributary of the kabul river part of the indus river basin	0	0.9825	strong
suzanne said that she wanted condon to give a valentine s day card	condon said she wanted to give suzanne a valentine s day card	0	0.9824	strong
disputes with leaders of marble hill persuaded the railroad to relocate their route through lutesville instead	disputes with leaders of lutesville persuaded the railroad to move their route through marble hill instead	0	0.9904	strong
in 2006 françois bozizé was appointed by president bozanga as chairman of the council of state	in 2006 françois bozizé was appointed by president bozanga the chairman of the council of state	1	0.9971	strong
the album was confirmed by linkin park after shinoda had heard all the remixes of their songs from other producers and it was released on their official website	the album was released by linkin park after shinoda heard all the remixes of their songs by other producers and it was confirmed on their official website	0	0.9856	strong
lukaszuk has two daughters one with his previous wife news anchor stacey brotzel ctv edmonton and one with his current wife	lukaszuk has two daughters one with his current wife news speaker stacey brotzel ctv edmonton and one with his previous wife	0	0.9749	strong
most of the municipalities are located on the islands of the sulu archipelago two of them mapun and the turtle islands are in the sulu sea	most of the municipalities are located on the islands in the sulu archipelago two of them mapun and turtle islands lie within the sulu sea	1	0.9918	strong
the harana is rooted in the mexicanspanish tradition and is based on the rhythmic pattern of the habanera	the harana is rooted in the mexicanspanish tradition and based on the rhythmic patterns of the habanera	1	0.9947	strong
sakura spirit was a visual novel developed by winged cloud in 2014 and published by sekai project	sakura spirit is a visual novel released by winged cloud in 2014 and developed by sekai project	0	0.9813	strong
he was asked to give his opinion on the books mission to moscow by joseph e davies and one world by wendell willkie	he was asked his opinion about the books mission to moscow by wendell willkie and one world by joseph e davies	0	0.9928	strong
the consortium s continuous mission is to create technical jobs and disperse skills that will contribute to the canadian economy by focusing on innovation and productivity	the consortium s technical mission is to create continuous jobs and distribute skills that will contribute to the canadian economy by focusing on innovation and productivity	0	0.9794	strong
the fortress was once again besieged by french troops under the command of general zoller from 22 december 1813 to 14 april 1814 before the bavarian garrison capitulated	the fortress was besieged again from 22 december 1813 until 14 april 1814 by french troops under the command of general zoller before the bavarian garrison surrendered	1	0.9772	strong
the present church consecrated in june 1885 by the bishop of st albans is not the first to be built in east hanningfield	the current church consecrated by the bishop of st albans in june 1885 is not the first to be built in east hanningfield	1	0.9955	strong
he was third place at his table in 1958 and 1967 but in 1962 he won the 1st	in 1958 and 1967 he won first place at his table but was the third in 1962	0	0.9834	strong
aldred was born in montrose michigan and graduated from the hill mccloy high school in 1986 in flint a rural town north of flint michigan	aldred was born in montrose michigan he graduated in 1986 from hill mccloy high school in flint a rural town just north of flint michigan	1	0.9885	strong
there have been few significant changes since then with frequent changes in the design of the railcard being the most noticeable	since then there have been few significant changes with frequent changes in the design of the railcard most recognizable	1	0.961	strong
the villa is built in baroque style here and there with some neoclassical influences	the villa is built in the baroque style with some discernible neoclassical influences here and there	1	0.981	strong
because dfas can be reduced to canonical form efficient dfas there are also minimal algorithms to determine	because dfas can be reduced to a canonical form minimal dfas there are also efficient algorithms to determine	0	0.9883	strong
it is the second entry in the series the first being fast racing league released on wiiware for the wii in 2011	it s the second entry in the series the first is fast racing league published on wiiware for the wii in 2011	1	0.984	strong
wall township is located in the 30th congressional district and is part of new jersey s 4th state legislative district	wall township is located on the 30th congressional district and is part of the 4th state legislative district in new jersey	1	0.9968	strong
the logical fallacy is a historical fallacy that was described in the psychological review in 1896 by the philosopher john dewey	the logical fallacy is a historical fallacy originally described by philosopher john dewey in the psychological review in 1896	1	0.9925	strong
thomas kincaid blake jr s mother john married his father sinclair t chitty at the age of 15	sinclair t chitty his mother married his father thomas kincaid blake jr at the age of 15	0	0.9319	strong
he visited new zealand tasmania and was shipwrecked on the coast of australia in 1856	he visited australia tasmania and was shipwrecked in 1856 off the coast of new zealand	0	0.9955	strong
after the herat affair britain would remove its military and diplomatic missions from persia and occupy the island of kharg and attack bushehr	after the bushehr affair britain would remove its military and diplomatic missions from persia and occupy the island of kharg and attack herat	0	0.993	strong
the 1986 87 national hockey league season was the 70th season of operation of toronto in the toronto maple leafs	the 1986 87 toronto maple leafs season was the 70th season operation of toronto in the national hockey league	0	0.9909	strong
streisand and columbia records released butterfly as their sixteenth studio album on october 1 1974 months after the way we were	streisand and columbia records distributed butterfly on october 1 1974 as their sixteenth studio album total months after the way we were released	0	0.9792	strong
albion township was established in 1837 by a department of homer township	homer township was established by a division of albion township in 1837	0	0.9194	strong
the freighter that brought jaime in the first episode from ponta delgada to canada was cgi the design was produced in 3d and finalized in the postproduction	the freighter that took jaime from ponta delgada to canada in the first episode was cgi the design was made in 3d and finalized in postproduction	1	0.9853	strong
omokoroa includes the urban area on the harbour side of state highway 2 along with youngson road to plummers point road and parts of old highway road	omokoroa includes the urban area on the port side of the state highway 2 together with youngson road to old highway road and parts of plummers point road	0	0.9682	strong
monks bay is situated on the southern coast of the isle of wight england just to the east of the village of bonchurch	monks bay is situated on the southern coast of the isle of wight england to the east of the village of bonchurch	1	0.9987	strong
the voievodu river is a tributary of the sterminos river in romania	the sterminos river is a tributary of the river voievodu in romania	0	0.9848	strong
by then threequarters of the slaves in maryland had been freed and a high proportion of slaves in delaware	by then threequarters of the slaves had been liberated in maryland and a high proportion of slaves in delaware	1	0.9508	strong
the first main span was positioned in 1857 and the finished bridge was opened on may 2 1859 by prince albert	the first main span was positioned in 1857 and the completed bridge was opened by prince albert on 2 may 1859	1	0.9908	strong
phaenomenella mokenorum is a species of sea snail a true gastropod mollusk in the buccinidae family the marine whelks	phaenomenella mokenorum is a species of sea snail a marine gastropod mollusk in the family buccinidae the true whelks	0	0.9957	strong
in 1998 general elections were held in india after the government elected in 1996 collapsed and the 12th lok sabha was convened	in 1998 general elections were held in india after the government convened in 1996 collapsed and the 12th lok sabha was elected	0	0.9981	strong
after completing his university education at cardiff university and in harrogate north yorkshire he worked in rouen france from 1996 to 1999	after completing his university education at cardiff university and rouen france he was based in harrogate north yorkshire from 1996 to 1999	0	0.949	strong
georges merle died in paris in 1881 his son hugues merle became a painter as well	hugues merle died in paris in 1881 his son georges merle became a painter as well	0	0.9853	strong
this was the first full season in mls for the philadelphia and the 4th year under manager john hackworth	this was the first full season in mls for the philadelphia and the fourth year under manager john hackworth	1	0.9971	strong
it is part of the panama city beach lynn haven panama city	it is part of the panama city beach lynn haven panama city	1	1.0	strong
in jin yong s wuxia novel the legend of kondor heroes is guo jing the ancestor of the protagonist guo sheng	in jin yong s wuxia novel the legend of the condor heroes guo jing is the ancestor of the protagonist guo sheng	1	0.855	strong
the idea was supported and further crystallized by jonas basanavičius jonas šliūpas and others	the idea was supported and further crystalized by jonas basanavičius jonas šliūpas and others	1	0.9956	strong
the sssi has an area of 1903 ha while the sac covers 1683 hectares	the sssi has an area of 1903 hectares while the sac has 1683 hectares	1	0.9448	strong
there are only three equilateral tessellations those made up of regular triangles squares or regular hexagons	there are only three regular tessellations those consisting of equilateral triangles squares or regular hexagons	0	0.9822	strong
rosetown is a location within the kingston district council in the limestone coast region of south australia	kingston district council is a locality located within the limestone coast in the south australia region of rosetown	0	0.9355	strong
calcium modulating ligand camlg or caml also known as calciummodulating cyclophiline ligand is a signal protein recognized by the tnf receptor taci	calcium modulating ligand camlg or caml also known as calciumsignalling cyclophilin ligand is a modulating protein recognized by the tnf receptor taci	0	0.9771	strong
amon düül and amon düül ii influenced such bands in late 70 s like hungarian psychedelic hardcore shaman punk band galloping coroners	amon düül and amon düül ii influenced hungarian psychedelic bands like such hardcore apos shaman punk band galloping coroners in the late 70 s	0	0.9675	strong
in may 2012 broun decided he would not challenge collins	broun decided in may 2012 that he would not challenge collins	1	0.9918	strong
stille is a river of thuringia germany which flows into the river schmalkalde in the town of schmalkalden	stille is a river of thuringia germany it flows into the river schmalkalde in the town schmalkalden	1	0.9945	strong
linguists sometimes posit that pidgins can become creole languages when a generation of children learn a pidgin as their first language	linguists sometimes claim that when a generation of children learn a pidgin as their first language pidgins can become creole languages	1	0.98	strong
in his song mañana anita bryant sings i hope jimmy buffett never ever does one of my songs	in his song mañana sings anita bryant i hope jimmy buffett does never make one of my songs	1	0.9639	strong
crooked river is drained by waterford	crooked river is drained by the waterford	1	0.9959	strong
where formula _ 3 is the original supply curve and formula _ 23 is the minimum wage the new curve has thus a horizontal first branch and a kink at the point	where formula 3 has the original supply curve and formula 23 is the minimum wage the first horizontal curve is a new branch and a knick at the point	0	0.9371	strong
then scott and short traveled overland to the kentucky river to claim the land that they would later investigate	scott and short then traveled overland to the kentucky river to claim the land they would later examine	1	0.9725	strong
here is a list of schools in harford county maryland both public schools and parochial schools are listed but independent schools are not included	here is a list of schools in harford county marylandthere are listed both public schools and parish schools but independent schools are not included	1	0.9712	strong
it was freely climbed and named after bill house when it first climbed in 1938	it was free climbed and named after bill house when he first climbed it in 1938	1	0.9705	strong
he is an elected member of the international statistical institute and a fellow of the institute of mathematical statistics and of the american mathematical society	he is an elected member of the international statistical institute and is a fellow of the institute of mathematical statistics and the american mathematical society	1	0.9952	strong
it was built by brunel s former assistant william jacomb designed by head wrightson and inaugurated in 1889	it was designed by brunel s former assistant william jacomb built by head wrightson and opened in 1889	0	0.967	strong
when the band separated in 2012 from virginia beach we moved between los angeles and texas	when the band split from virginia beach in 2012 we moved between los angeles and texas	1	0.981	strong
in all the authors the verb tends to be final in subordinate clauses more often than in main sentences	in all authors the verb tends to be head more often in the final clauses than in subordinate clauses	0	0.8574	strong
the freighter that brought jaime in the first episode from ponta delgada to canada was cgi the design was completed in 3d and made in the postproduction	the freighter who in the first episode brought jaime to canada from ponta delgada was cgi the design was made in 3d and finalized in the postproduction	0	0.9909	strong
rachel played swimsuit model decker while peter jacobson played alan her nebbish husband	rachel played decker swimwear model while peter jacobson alan her nebbish husband played	1	0.9881	strong
hussain has received 432 votes and his only rival wajihuddin ahmed secured 77	hussain received 432 votes and his only rival wajihuddin ahmed was 77	0	0.9629	strong
lewis was also a member of cleveland browns jacksonville jaguars the oakland raiders seattle seahawks detroit lions and virginia destroyers	lewis was also a member of the oakland raiders seattle seahawks detroit lions jacksonville jaguars cleveland browns and virginia destroyers	1	0.9834	strong
he was born humphrey lestocq gilbert on 23 january 1919 in chiswick london he died on 29 january 1984 in london england	he was born on january 23 1919 in chiswick london england humphrey lestocq gilbert and died on 29 january 1984 in london	1	0.9827	strong
paul whitty 1970 is an experimental composer and sound artist born in england born in northern ireland	paul whitty born 1970 is an englandbased experimental composer and sound artist born in northern ireland	1	0.9889	strong
bruno simma was in the case of lagrand assistant to paulus	paulus was an assistant to bruno simma in the case of lagrand	0	0.9593	strong
the mapuche live in southern south america especially in central chile araucanía and los lagos and the adjacent areas of argentina	the mapuches live in southern south america mostly in central chile araucanía and los lagos and the adjacent areas of argentina	1	0.9797	strong
in houngbo s government which was included on september 15 2008 mally was appointed minister of state for health	in houngbo s government which was named on 15 september 2008 mally was included as minister of state for health	0	0.9777	strong
mahatma gandhi said spiritual education is the evolution of the spirit but nowadays we are making zero real progress	mahatma gandhi said spiritual education is the evolution of the spirit but nowadays we are not making any real progress	1	0.9846	strong
amata leucacma is a type of moth of the family erebidae it is found in australia queensland	amata leucacma is a type of moth of the family erebidae it is found in queensland australia	1	0.9996	strong
the republican river is a tributary of north fork republican river	the north fork republican river is the tributary of the republican river	0	0.9929	strong
the astors settled in germany appearing for the first time in the 18th century in north america with john jacob astor one of the richest people in history	the astors settled in north america appearing for the first time in the 18th century in germany with john jacob astor one of the richest people in history	0	0.997	strong
the design was then modified for use in the province with several buses originally ordered by first for use in scotland	the design was then modified for provincial use with several buses ordered by first originally for use in scotland	1	0.9821	strong
the church was listed as a designated landmark of the city of santa barbara on may 17 2016	the church was established on 17 may 2016 as a landmark of the city of santa barbara	0	0.9689	strong
in september 2015 kenyan trade minister monica mæland led a delegation of 54 companies to norway	norway s trade minister monica mæland led a delegation of 54 companies to kenya in september 2015	0	0.9864	strong
it was known for most of its time next to the grand prairie armed forces reserve complex now known as naval air station dallas	it was known for most of its time next to naval air station dallas now called the grand prairie armed forces reserve complex	0	0.9917	strong
in 1856 in their home in boston agassiz founded a school for girls from cambridge	in 1856 agassiz founded a school for girls from boston in her home in cambridge	0	0.9607	strong
glasnow returned to altoona after two starts with west virginia	after two starts with west virginia glasnow returned to altoona	1	0.9658	strong
william kellogg bought the jamestown alert in 1925 from percy hansen and bryon hansen	william kellogg bought the jamestown alert by percy hansen and bryon hansen in 1925	1	0.9954	strong
on the map of the 18th century irkutsk governorate with the adjacent islands and the western coast of america from lake hinka follows the river usuri	on the map of the 18th century america governorates with the adjacent islands and the west coast of irkutsk from the lake hinka follows the river usuri	0	0.9878	strong
the series is based on the book series the mortal instruments by ed decter and has been developed by cassandra clare for television	the series is based on the book series the mortal instruments by ed decter and developed for television by cassandra clare	1	0.9965	strong
although the iroquois never settled the piedmont territory they entered it for hunting and raiding against other tribes	although the iroquois never entered the piedmont territory they settled it for hunting and raiding against other tribes	0	0.9965	strong
the population is 80 census 2011 is a village in the croatian region of slavonia located east of daruvar	the population is 80 2011 census a village in the region of slavonia in croatia located east of daruvar	0	0.9834	strong
the band separated shortly afterwards and reformed in 1987 as a trio with lucy and brothers joel green drums vocals and matt green guitar	the band split shortly after and reformed as a trio with matt green and brothers lucy drums vocals and joel green guitar in 1987	0	0.9654	strong
among the tenants are the 21st governor general of australia ron boswell senator bill hayden and the commonwealth parliament of australia	among the tenants are the 21st governorgeneral of australia ron boswell senator bill hayden and the commonwealth parliament of australia	1	0.9632	strong
it was built in the 14th century and had until the 17th century	it was built in the 17th century and had in the 14th century	0	0.9817	strong
where formula _ 3 has the original supply curve and formula _ 23 is the minimum wage the horizontal first curve is thus a new branch and a kink at the point	where formula 3 has the original supply curve and formula 23 is the minimum wage the horizontal first curve is a new branch and a branch at the point	1	0.941	strong
quoted 35 mm focal lengths typically ignore depth of field dof which depends on both equivalent focal length and aperture	specified equivalent focal lengths of 35 mm typically ignore the depth of field dof which depends on both focal length and aperture	0	0.9556	strong
the current team headed by he sheikh mohammed bin hamad al thani is a group of qatari officials and riders	the qatari team headed by se sheikh mohammed bin hamad al thani is a group of current officials and riders	0	0.9857	strong
mount darwin alternatively darwin is one of seven districts in the province of mashonaland central in zimbabwe	mount darwin alternatively darwin is one of seven districts in the province of mashonaland central of zimbabwe	0	0.9993	strong
other works of bailly in washington dc include sculptures by benjamin hallowell and alexander boss shepherd	bailly s other works in washington dc include sculptures of benjamin hallowell and alexander boss shepherd	1	0.9888	strong
a barometer and a builtin scale are shown in this room	in this room are presented a barometer and a builtin scale	1	0.9771	strong
he was a member of the jura municipal council for the canton of beaufort then in 1877 general council	he was a member of the general council of jura for the canton of beaufort then municipal councilor in 1877	0	0.9875	strong
isaacs was born in panama in 1915 into a panamanian father and a jamaican mother	isaacs was born in panama in 1915 into a jamaican father and a panamanian mother	0	0.9975	strong
the maltz museum of the jewish heritage is located next to the temple in beachwood and houses part of the collection of the temple museum	the maltz museum of jewish heritage houses located next to the temple in beachwood and is part of the temple museum s collection	0	0.992	strong
he was also a highly celebrated warrior in popular culture and traditional chinese dramas	he was also a highly celebrated warrior in popular culture and the traditional chinese dramas	1	0.9981	strong
it is located close to mandurriao at 113 r mapa street in old iloilo airport s iloilo city district	it is located near old iloilo airport at 113 r mapa street in the mandurriao district of the city of iloilo	0	0.9746	strong
markovac is a village in the croatia region of slavonia located east of daruvar the population is 80 census 2011	the population is 80 census 2011 is a village in the croatian region of slavonia located east of daruvar	1	0.7788	moderate
szabina tápai born january 30 1986 in kiskunhalas is a second handball player who plays in the hungarian league for szent istván se	szabina tápai born 30 january 1986 in kiskunhalas is a second handballer who plays for szent istván se in the hungarian league	1	0.9932	strong
players use the gamespy arcade client to access and create the game s main lobby or connect virtual rooms where they can participate in online games	players use the gamespy arcade client to access the game s main lobby and then create or join virtual rooms where they can participate in online play	1	0.9705	strong
amata hyalota is a sort of moth of the family erebidae it is found in queensland australia	amata hyalota is a species of moth of the family erebidae it is found in queensland australia	1	0.9958	strong
she moved to switzerland when she was a few months old then to france but mostly grew up in paris	she moved to switzerland when she was a few months old then grew up to france but largely in paris	1	0.993	strong
william halderman 18221866 a local businessman and müller and anna hostetter halderman 18281919 were his parents	his parents were anna hostetter halderman 18221866 a local businessman and miller and william halderman 18281919	0	0.8946	strong
the two main water systems are the guayas in the north and the esmeraldas river in the south	the two main water systems are in the north of the esmeraldas and in the south the guayas	0	0.9621	strong
machiavelli divides the subject of new states into two types mixed cases and purely new states	machiavelli divides the theme of the new states into two types mixed cases and purely new states	1	0.9551	strong
the driest calendar year since 1948 has been 1965 and the wettest 1956	the wettest calendar year since 1948 has been with and the driest of 1956 since 1965	0	0.9629	strong
from 2001 to 2007 it was part of the ajdabiya district and from 1983 to 1987 it was part of the district of jalu	from 2001 to 2007 it was part of jalu district from 1983 to 1987 it was part of ajdabiya district	0	0.9895	strong
dyson died on board a ship while travelling from australia to england in 1939 and was buried at sea	dyson died on board a ship when he was travelling to england from australia in 1939 and was buried at sea	1	0.9876	strong
traditionally classical companies such as the kirov ballet and the paris opera ballet regularly perform contemporary works	traditionally contemporary companies such as the kirov ballet and the paris opera ballet also regularly perform classical works	0	0.9959	strong
for example coelurosaurs had poor binocular vision while large carnosaurs had good stereoscopic or binocular vision comparable to that of modern alligators	coelurosaurs for example had poor binocular vision whereas large carnosaurs had good stereoscopic or binocular vision comparable to that of modern alligators	1	0.9871	strong
she was to become the mother of akbar s eldest surviving son and successor jehangir	she was to become the mother of jehangir s oldest surviving son and successor akbar	0	0.9813	strong
jana novotná and jim pugh were the defending champions but lost in the second round to zina garrison and sherwood stewart	the title defenders were jana novotná and jim pugh but lost in the second round to zina garrison and sherwood stewart	1	0.8955	strong
john ikin born 1957 in lower hutt is a furniture designer from new zealand	humphrey john ikin born 1957 in lower hutt is a new zealand furniture designer	1	0.9106	strong
maureen mcaleenan 0 7 and nuala mcgee 1 2 for leitrim	maureen mcaleenan 0 7 and nuala mcgee 1 2 scored for leitrim	1	0.8486	moderate
the georgian tribe was later ruled by a prince locally known as mamasakhlisi father of the household in mtskheta	the mtskheta tribe was later governed by a prince known locally as mamasakhlisi father of the household in georgian	0	0.9791	strong
the nelson river flows into cross lake from playgreen lake then flows from two channels into lake winnipeg	the nelson river flows from lake winnipeg to playgreen lake and then flows from two channels into cross lake	0	0.9939	strong
soon after styles qualified by pinning abyss after forcing him through a table with his spiral tap maneuver	soon after styles qualified by forcing abyss after having pinned him through a table with his spiral tap maneuver	0	0.9886	strong
tadas langaitis is a lithuanian politician from november 2016 member of the seimas civic activist active in social and civic projects in lithuania	tadas langaitis is a lithuanian politician member of the seimas social and civic activist since november 2016 active in citizens projects in lithuania	0	0.9922	strong
the data definition facility provides a persistent function for semantic artefacts such as collections and indexes in xquery or jsoniq programs	the data definition facility provides a semantic for persistent artifacts such as collections and indexes in xquery or jsoniq programs	0	0.9697	strong
there are various universally accepted terms used in the philippines to refer to chinese filipinos	there are chinese commonly accepted terms used in the philippines to refer to various filipinos	0	0.9891	strong
the day on which violence died is the seventh episode of the simpsons of the eighteenth season	the day the violence died is the seventh episode of the simpsons eighteenth season	1	0.9806	strong
the series was also produced with some success in italy where new stories were also published in france after the end of the series	the series was also published with some success in france where new stories were produced even after the end of the series in italy	0	0.9959	strong
abhishekapuram is a suburb of the city of tiruchirappalli in tamil nadu india and forms one of the four zones of the tiruchirappalli municipal corporation	abhishekapuram constitutes a suburb of the city of tiruchirappalli in tamil nadu india it is one of the four zones of the tiruchirappalli municipal corporation	0	0.9935	strong
however the new algorithm would divide the original interval into a larger and a smaller part interval in step 4	the original algorithm however would divide the new interval into a smaller and a larger subinterval in step 4	0	0.9541	strong
the little jocko river flows via the st lawrence river and the ottawa river to the jocko river	the little jocko river flows via the saint lawrence river and the ottawa river to the jocko river	1	0.986	strong
the songs were released for free in the pink studio and were recorded by radio b92 with the pgprts label	the songs were recorded in the pink studio for free and were released by radio b92 with the label pgprts	0	0.9948	strong
in 1890 french colonel louis archinard later conquered the entire territory of the former kaarta kingdom which was officially annexed to the french west africa in 1904	french colonel louis archinard later conquered the entire territory of the former kaarta kingdom in 1890 which was formally annexed into french west africa in 1904	1	0.9933	strong
in addition to the generic information described above military applications also include weapon system and sensor data such as	in addition to the military information described above generic applications include weapons system and sensor data such as	0	0.9829	strong
the reactor will have an output of 1500 mwth of electrical power and 600 mw thermal power	the reactor will have an output of 1500 mwth electric power and 600 mw thermal power	1	0.9918	strong
black bull bitter 39 abv was brewed to commemorate the theakson s first pub where the first theakston s beers were brewed and sold	black bull bitter 39 abv was brewed to commemorate the first theakson pub where the first theakston beers were brewed and sold	1	0.9941	strong
on 4 november 2017 mamun officially announced to the russian press that irina viner has completed her competitive career in rhythmic gymnastics	on november 4 2017 mamun officially announced to the russian press that irina viner has completed her competitive career in rhythmic gymnastics	1	0.9997	strong
the zăbrătău river is a tributary of the bota mare river in romania	the river bota mare is a tributary of the zăbrătău river in romania	0	0.9886	strong
major league baseball 2k7 or mlb 2k7 is a major league baseball licensed baseball simulations videogame by kush games developed and published by 2k sports	major league baseball 2k7 or mlb 2k7 is a major league baseball licensed baseball simulation videogame of 2k sports developed and published by kush games	0	0.9938	strong
together the rebels attempted to cross the eastern bank of the rawda island and enter yalbugha s camp but were rejected by naphtha artillery and arrows	together the rebels attempted to cross the east bank of the rawda island and enter yalbugha s camp but they were repelled by naphtha artillery and arrows	1	0.9688	strong
fiddler s island is an island in the river thames at oxford in england it is situated south of port meadow on the reach above osney lock	fiddler s island is an island in the river thames near oxford in england it is situated south of port meadow above osney lock	1	0.995	strong
sekou sundiata was born as robert franklin feaster in harlem new york but changed his name in the late 1960 s to honor his african heritage	robert franklin feaster was born sekou sundiata in harlem new york but changed his name in the late 1960s to honor his african heritage	0	0.9655	strong
the los angeles county department of health services operates the torrance health center in harbor gateway los angeles near torrance and serves rolling hills	the los angeles county department of health services operates the torrance health center in torrance near harbor gateway los angeles and serving rolling hills	0	0.9622	strong
while tony lunches at a golf course with angelo johnny sack and carmine lupertazzi carmine suffers a massive stroke and is rushed to the hospital	while tony lunches with angelo johnny sack and carmine lupertazzi on a golf course carmine suffers a massive stroke and is admitted to the hospital	1	0.9747	strong
toakai puapua is a tuvalu gymnastics and football coach and the former coach of the tuvalu national football team	toakai puapua is a former gymnastics and football coach and the national coach of the tuvalu tuvaluan football team	0	0.9906	strong
henry foss plays ryan robbins who runs the sanctuary s computers and security systems	ryan robbins plays henry foss who runs the sanctuary s computer and security systems	0	0.9907	strong
chloe wang was born in chicago illinois chloe bennet the daughter of bennet wang an investment banker and stephanie crane an internal	chloe bennet was born in chicago illinois chloe wang and is the daughter of bennet wang an investment banker and stephanie crane an intern	0	0.9749	strong
in egyptian arabic hieroglyphic writing is called the alphabet of the birds	in egyptian arabic the hieroglyphic script is called the alphabet of birds	1	0.9348	strong
on 26 february 1976 the royal thai government officially handed over korat to the usaf	the usaf officially turned korat over to the royal thai government on 26 february 1976	0	0.9672	strong
dehgäh also romanized as dehgä h is a village in bojnord county north khorasan province iran in the badranlu rural district of central district	dehgah also romanized as dehgāh is a village in bojnord county north khorasan province iran in the badranlu rural district of central district	1	0.9826	strong
auguri professore riccardo milani is an italian comedy drama film directed by good luck professor in 1997	auguri professore good luck professor is a 1997 italian comedy drama film directed by riccardo milani	0	0.959	strong
thomas fothergill dd was an english academic administrator at the university of oxford	thomas fothergill was an english academic administrator at the university of oxford	1	0.9518	strong
the rolo stacy and kelly staff sneak into the jungle to have sex	staff members kelly stacy and rolo sneak into the jungle to have sex	1	0.9462	strong
captain saddam haftar and captain khalid haftar are officers of the libyan national army while alsadiq haftar is also in libya	captain saddam haftar and captain khalid haftar are officers in the libyan national army while alsadiq haftar is also in libya	1	0.9958	strong
the saul region is a semiopen belt of dry forest and savannas that are more characteristic of the province of guayana lowland	the saul region is a semiopen belt of dry forest and patches of savanna that are more characteristic of the guayana lowland province	1	0.992	strong
shs also has teams that compete in archery and bowling that are not sanctioned by ihsaa but are sponsored by their organizations	shs also has teams that compete in archery and bowling which are not ihsaa sponsored but sanctioned by their organizations	0	0.9919	strong
the russian villain is however an original and sometimes interesting danger	the russian villain however is an interesting and sometimes original menace	0	0.9236	strong
in february 2016 it was announced that steve poizner has joined governor john kasich of ohio as national co chairman and california state chairman for kasich as president	in february 2016 it was announced that steve poizner has joined governor john kasich of ohio as national co chairman and california state chairman for kasich for president	1	0.9988	strong
acting for has the same basic meaning as acting except it indicates that the original occupant of the position still formally holds power	acting for has the same basic meaning as acting except that it indicates that the original occupant of the position is still formally holding power	1	0.9945	strong
sukagawa has five primary schools ten junior high schools and seventeen high schools	sukagawa has five elementary schools ten junior high schools and seventeen high schools	1	0.9768	strong
much of bear mountain state park borders on the tomkins cove	much of the bear mountain state park perimeter borders tomkins cove	1	0.9812	strong
when andrew alexander left the cyclops works the alexander family moved from sheffield to bath and patrick decided on a career in the merchant navy	when andrew alexander left the cyclops the alexander von bath family moved to sheffield and patrick decided to carry on a career in the merchant navy	0	0.9591	strong
the design of this japanese porcelain has made wagener white and blue according to european taste with many flowers	wagener made the design of this european porcelain according to the japanese taste many with white and blue flowers	0	0.9638	strong
its editor was william johnson fox and its owner was james harmer a london alderman	its editor was william johnson fox and its owner was james harmer a london sweater	0	0.8467	moderate
trenčianske jastrabie is a village and municipality in the district of trenčín in the region of trenčín in northwestern slovakia	trenčianske jastrabie is a village and municipality in the region of trenčín in the district of trenčín in northwestern slovakia	0	0.9999	strong
about the song billboard wrote you catch the beat now you know the groove	billboard wrote about the song you catch the beat now know the groove	1	0.9757	strong
most of the information about cicero s life and career comes from the contents of murena s speech	most of our information about murena s life and career comes from the content of cicero s speech	0	0.9796	strong
in 2002 miller joined bassist ron carter s golden striker trio with guitarist russell malone	in 2002 miller joined the golden striker trio by bassist ron carter with guitarist russell malone	1	0.9828	strong
planned are new exhibitions in southend 2016 bow 2017 and southampton 2017	new exhibitions are planned in southampton 2016 bow 2017 and southend 2017	0	0.9786	strong
in 1845 railroad developers founded the belpre and cincinnati railroad but the destination was changed in marietta with a corresponding change of name in 1851	in 1845 railway developers founded the marietta and cincinnati railroad but the destination was changed to belpre with a corresponding change in name in 1851	0	0.9869	strong
the closest airport is kirishima located in kagoshima airport	the closest airport is kirishima which is located in kagoshima airport	1	0.9978	strong
this is also a shearing effect when the focal length is larger the shear effect is smaller	this is also a shearing effect when the focal length is smaller the shearing effect is greater	0	0.9919	strong
jonas björkman and todd woodbridge won in the final 6 3 6 4 against wayne black and kevin ullyett	wayne black and kevin ullyett won against jonas björkman and todd woodbridge in the finals 6 3 6 4	0	0.8931	strong
in 1932 the company moved cigar production to cuba following a strike at the cuban factory in trenton and to avoid high tariffs	in 1932 the company moved cigar production from cuba to trenton after a strike at the cuban factory in order to avoid high customs duties	0	0.9751	strong
