sentence1	sentence2	label
From 1898 to 1902 , some 1,300 birds were imported from America and released in many parts of the North and South Islands , from Southland to Northland .	From 1898 to 1902 , around 1,300 birds were imported from America and released from Northland to Southland in many parts of the North and South Islands .	0
Patalpur is a village in Berasia district of Madhya Pradesh , India . It is located in Bhopal tehsil , near Keetai Dewapura and Patalpani .	Patalpur is a village in the Bhopal district of Madhya Pradesh , India . It is located in the Berasia tehsil , near Keetai Dewapura and Patalpani .	0
Other visitors of the colony were the writer Adolf Wolff and the sculptor Alfred Kreymborg .	Other frequenters of the colony were the writer Alfred Kreymborg and the sculptor Adolf Wolff .	0
He was educated in Dresden , and later in Leipzig until 1865 , and after a short residence in Weimar with Franz Liszt went to New York in 1869 .	He was trained in Weimar , later until 1865 in Dresden , and after a short stay in Leipzig went to New York with Franz Liszt in 1869 .	0
"A Japanese reporter in 1910 described the scene for the people of Kyūshū in a local newspaper , the "" Fukuoka Nichinichi "" :"	"In 1910 , a local reporter described in a Japanese newspaper , "" Fukuoka Nichinichi "" , the scene for the people of Kyūshu ."	0
While octreotide has reduced the terminal threonin to the corresponding amino alcohol .	While octreotide has the corresponding amino threonine reduced to the terminal alcohol .	0
Suruga-Tokuyama Station is a manned station with a single island platform and a small wooden station building .	Suruga-Tokuyama Station is a small wooden station with a single island platform and a manned railway station building .	0
The Innerpeffray Library is a current subscription library and was the first library in Scotland.The historic library building was completed in 1762 and is listed in category A .	Innerpeffray Library is a current subscription library and was the first lending library in Scotland . The historic library building was completed in 1762 and is Category A listed .	1
The exterior colors are red , black , silver , cool vanilla and dark titanium .	Exterior colors are red , black , silver , cool vanilla , and dark titanium .	1
An aggressive and energetic entrepreneur , he created a fortune ( which he lost ) and founded the Crosbie - dynasty .	An aggressive and energetic entrepreneur , he created a fortune ( which he lost ) and started the Crosbie dynasty .	1
She is a practicing joiner in Otisfield , Maine and a member of the Oxford Advent Christian Church , an evangelical church in Oxford .	Hamper is a practicing carpenter in Oxford and is a member of the Oxford Advent Christian Church , an evangelical church in Otisfield , Maine .	0
Ristretto is traditionally , a short shot of espresso extracted with the normal amount of ground coffee , but made with about half the amount of water .	Traditionally , Ristretto , a short shot of espresso is extracted with the normal amount of ground coffee , but produced with about half of the water quantity .	1
It was first released as a knapweed biocontrol in the 1980s in Oregon , and it is currently established in the Pacific Northwest .	It was first released in Oregon as Knopweed Biocontrol in the 1980s , and is currently established in the Pacific Northwest .	1
As an official Soviet artist , his work was widely displayed and well received .	As an official Soviet artist , his work was well received and exhibited widely .	1
On 1 July 2004 a British Transport Police for the Police Authority was created .	On 1 July 2004 , a British transport police force was created for the police authority .	1
In 1958 , the company got a production structure in Frederikssund and later in Houston , USA .	The company got a production structure in 1958 in Houston , USA , and later in Frederikssund .	0
Reading is a road bridge over the River Thames at Reading Bridge in the English county of Berkshire .	Reading is a road bridge over the River Thames on the Reading Bridge in the English county of Berkshire .	1
Initially , Owens was unimpressed , but Rich liked it , and they took it up on February 12 , 1963 with the Buckaroos .	Owens was initially unimpressed , but Rich liked it , and they recorded it with the Buckaroos on February 12 , 1963 .	1
For example , the spin case only allows a magnetic dipole , but for spin 1 particles magnetic quadrupoles and electric dipoles are also possible .	For example , the spin case allows only one magnetic dipole , but for spin - 1 particles magnetic quadrupoles and electrical dipoles are also possible .	1
Butler County is represented in the U.S. Senate by U.S . Senators Claire McCaskill ( Democrat ) and Roy Blunt ( Republican ) .	Butler County is represented in the U.S. Senate by US Senators Claire McCaskill ( Democrat ) and Roy Blunt ( Republican ) .	1
"Verma was respected among the teacher community of Delhi . He was the owner of a daily Hindi national newspaper called "" Haribhumi "" ."	"Verma was respected in the teacher community of Delhi , he was the owner of a daily Hindi newspaper called "" Haribhumi "" ."	1
Somaiya Vidyavihar is an educational campus in the suburb of Vidyavihar in Mumbai .	Somaiya Vidyavihar is an educational campus located in the Mumbai suburb of Vidyavihar .	1
Most of the other common birth countries were China 14.7 % , the Philippines 7.0 % , India 5.1 % , Nepal 2.6 % , and England 1.9 % .	The most other common countries of birth were China 14.7 % , Nepal 7.0 % , India 5.1 % , Philippines 2.6 % and England 1.9 % .	0
The Nelson River flows into Cross Lake from Playgreen Lake then flows from two channels into Lake Winnipeg .	The Nelson River flows from Lake Winnipeg to Playgreen Lake and then flows from two channels into Cross Lake .	0
On August 31 , 1997 , E - Service in Queens began running late during the local nights .	On August 31 , 1997 , E service began running late in Queens during local nights .	1
Kulhor is a village in the Berasia district of Madhya Pradesh , India . It is located in the Bhopal tehsil .	Kulhor is a village in the Berasia district of Madhya Pradesh , India . It is located in Bhopal Tehsil .	1
Chrysalidus Botelloides is a species of sea snail , a top gastropod mollusk in the Trochidae family , the naval snails .	Botelloides chrysalidus is a species of sea snail , a marine gastropod mollusk in the family Trochidae , the top snails .	0
He was considered an active member of the council and often was sent to Canada on official Albany business .	He was considered an active member of the Council and was often sent to Canada on an official Albany store .	1
When Francis II died , France withdrew from Scotland , Brazil , Corsica , Tuscany , Savoy and most of Piedmont .	When Francis II died , France withdrew from Scotland , Brazil , Corsica , Tuscany , Savoy , and most of the Piedmont .	1
It is located at 142 South Rexford Drive in Beverly Hills . It stands opposite the First Church of Christ , Scientist , Beverly Hills , California .	It is located at 142 South Rexford Drive in Beverly Hills , opposite the First Church of Christ , Scientists , Beverly Hills , California .	1
"As guests on the EP appeared YU grupa guitarist Dragi Jelić , Željko Nikolić "" VD "" , Srđan Todorović and Roze Poze guitarist Ivan Vdović ."	"As guests on the EP appeared YU grupa guitarist Dragi Jelić , Željko Nikolić "" VD "" , Sr "" unk "" to Todorović and Roze Poze guitarist Ivan Vdović ."	1
Like many aspects of Byzantine ivory , this reflects the Islamic traditions that Islam has inherited .	Like many aspects of Byzantine ivory , this reflects the Islamic traditions , Islam inherited .	1
He is survived by his children , Samantha Coppola of Brooklyn and Jason Coppola from Bogota and three grandchildren .	He is survived by his children , Jason Coppola of Brooklyn and Samantha Coppola of Bogota , and three grandchildren .	0
"There are a number of remarkable works in the Australian literature that Muslims discuss during the "" Afghan period "" ( 1860-1900 ) ."	"There are a number of notable works in Australian literature that discuss the Muslims during the "" Afghan period "" ( 1860-1900 ) ."	1
The full-time MBA is ranked number 1 in Central Europe by the QS Global 200 Business School Report 2012 and 18th in Europe .	The Full-Time MBA is ranked # 1 in Central Europe and # 18 in Europe by QS Global 200 Business School Report 2012	1
From 1957 until 1974 , Bassett was the owner of the Toronto Argonauts , a team in the Canadian Football League .	Bassett was the owner of the Canadian Football League from 1957 to 1974 , a team in the Toronto Argonauts .	0
On 6 February 2014 , Spencer Machacek was traded by the penguins to the Columbus Blue Jackets in exchange for Thompson .	On February 6 , 2014 , Thompson was traded by the Penguins to the Columbus Blue Jackets in exchange for Spencer Machacek .	0
Ashok Kumar also paved the way for his younger brothers Kalyan ( Anoop ) and Kishore Kumar .	Ashok Kumar paved the way for his younger brothers Kalyan ( Anoop ) and Kishore Kumar .	1
It was premiered at the Borneo Eco Film Festival on September 30 , 2012 , for the first time it was shown in Borneo .	It was shown at the Borneo Eco Film Festival on September 30 , 2012 , when it was first premiered in Borneo .	0
"She was "" one of the most important patients of Sigmund Freud and for a short time around 1897 herself became a psychoanalyst "" ."	She became one of the most important patients of Sigmund Freud and was herself a psychoanalyst for a short time around 1897 .	0
She was the first female professional and the first feminist writer in Korea .	She was the first female professional painter and the first feminist writer in Korea .	0
Queen Peak is a mountain on Vancouver Island , British Columbia , Canada , located north of Gold River and east of Victoria Peak .	Queen Peak is a mountain located on Vancouver Island , British Columbia , Canada , north of Gold River and east of Victoria Peak .	1
He left York in 1805 to study theology at Manchester College , Sheffield .	In 1805 , however , he left Sheffield to study theology at the Manchester College in York .	0
In November , the Royals CF Coco Crisp acquired the Boston Red Sox in return for RP Ramón Ramírez .	In November , the Royals CF Ramón Ramírez acquired the Boston Red Sox in exchange for RP Coco Crisp .	0
The Taveuni silktail is a small black bird , weighing around and measuring .	The Taveuni Silktail is a small black bird weighing and measuring .	1
Proteins that form stable complexes with binding molecules are often referred to as receptors , whereas their other partners are called ligands .	Proteins that form stable complexes with binding molecules are often referred to as receptors while their other partners are called ligands .	1
He serves as President of the New York Stock Exchange , including the NYSE Group .	He serves as the president of the NYSE Group , including the New York Stock Exchange .	1
Mirambeau is situated on the Via Turonensis , the ancient pilgrimage route from Paris to Santiago de Compostela via Tours .	Mirambeau is situated on Via Turonensis , the old pilgrimage route from Santiago de Compostela via Tours to Paris .	0
"In September 2013 , a book by David Rankin on Dore Ashton 's work titled "" David Rankin : The New York Years "" was released ."	"In September 2013 , a book by David Rankin was published on Dore Ashton 's work entitled "" David Rankin : The New York Years "" ."	1
Audubon Park was founded in 1941 as a community within Audubon with the construction of 500 accommodation units for the employees of New York Shipbuilding in Camden , New Jersey .	Audubon Park was established as a community within Audubon in 1941 with the construction of 500 housing units for employees of New York Shipbuilding in Camden , New Jersey .	1
"Thakurgaon Stadium is located by the "" Thakurgaon Inter District Bus Terminal "" , Thakurgaon , Bangladesh ."	"The Thakurgaon Stadium is located at "" Thakurgaon Inter District Bus Terminal "" , Thakurgaon , Bangladesh ."	1
Has a renowned glass art centre , built and run by Osamu and Yumiko Noda , graduates of Illinois State University , where they studied with Joel Philip Myers .	Has a renowned glass art center , built and run by Osamu and Yumiko Noda , graduates of Illinois State University , where they studied with Joel Philip Myers .	1
Anthony Calvillo completed 22 of 32 pass attempts for 301 yards . Ricky Ray was 22 for 37 for 371 yards .	Ricky Ray completed 22 of 32 passage attempts for 301 Yards Anthony Calvillo was 22 for 37 for 371 Yards .	0
Daniela Castro Arellano ( born Daniela Castro on 17 August 1966 in Mexico City , Mexico ) is a Mexican Irish actress and singer .	Daniela Castro Arellano ( born August 17 , 1966 in Mexico City , Mexico as Daniela Castro ) is an Irish Mexican actress and singer .	1
The river Amaradia or the river Negreni is a tributary of the Valea Negrenilor river .	The river Valea Negrenilor or Negreni River is a tributary of the Amaradia River .	0
The isodynamic conjugates of Fermat - points are the isogonal points and vice versa .	The isodynamic conjugates of the Fermat points are the isogonal points and vice versa .	1
Since we are confronted with a first order linear differential equation with variable coefficients , its solution is straightforward :	Since we are confronted with a variable equation of first order with linear differential coefficients , its solution is straightforward :	0
Rajasthan Royals is the official clothing sponsor of Provogue in the Indian Premier League and the official clothing sponsor for all teams of the Indian Cricket League .	Rajasthan Royals is the official clothing sponsor of Provogue in the Indian Premier League and the official sponsor for clothing of all teams in the Indian cricket league .	1
On August 30 , 2017 , the Chicago Red Stars acquired Kristie Mewis from Dash für Brian .	On August 30 , 2017 , the Chicago Red Stars acquired Kristie Mewis from the Dash for Brian .	1
The Turks , Tang , Muslim Arabs , and Tibetans competed for control of Central Asia until the tang 's collapse in the 10th century .	The Turks , Tibetans , Muslim Arabs , and Tang competed for control of Central Asia until the tang 's collapse in the 10th century .	1
Chin was born in Kingston , Jamaica , to a Chinese – Jamaican mother and a Jamaican father .	Chin was born in Kingston , Jamaica , to a Chinese Jamaican mother and a Jamaican father .	1
It inhabits rather dry habitat on the border between the Great and Little Karoo of western Northern Cape and eastern Free State provinces , South Africa .	It inhabits rather dry habitat on the border between the Great and Little Karoo of Eastern Northern Cape and the Western Free State Provinces , South Africa .	0
Classicist functionalist theory is generally united by its tendency towards social analogy and the notions of biological evolutionism .	Classical functionalist theory is generally united by its tendency towards biological analogy and notions of social evolutionism .	0
"So , based on the A3 , the "" A3L "" type built from aluminum was developed ."	"So , based on the A3 , the type "" A3L "" developed from aluminum was built ."	0
Carter countered with support from the Rockefeller Foundation and the Carnegie Foundation .	With support from the Rockefeller Foundation and the Carnegie Foundation , Carter contributed .	1
He helps everyone get a good night 's sleep and have sweet dreams and often talks with a yawning voice .	He helps everyone get a good night 's sleep and have sweet dreams and often speaks with a yawning voice .	1
A wealthy doctor 's rich and spoiled son , Johnnie Penrose joins a gang of car thieves in France after being denied a car by his father .	Johnnie Penrose , a wealthy son of a rich and pampered doctor , joins a gang of car thieves in France after being denied a car by his father .	0
Janković was the fourth seed at Wimbledon , but lost in the third round to the surprising finalist Marion Bartoli .	At Wimbledon , Janković was the third seed , but lost in the fourth round to the surprise eventual finalist Marion Bartoli .	0
"According to Jon Uren , marketing director of Warner Music Europe , the song also had "" early "" fantastic support across Europe ."	"According to Jon Uren , Marketing Director of Warner Music Europe , the song also had an "" early "" fantastic support across Europe ."	1
The songs included have changed over the years , as old songs have been removed and new ones have been added .	The specific songs included have changed over the years as old songs have been removed and new ones have been added .	1
Olaf Petersen is played by Mark Williams in the television series .	In the TV series , Mark Williams is played by Olaf Petersen .	0
In February 2016 it was announced that John Kasich has joined Governor Kasich of Ohio as National Co Chairman and California State Chairman for Steve Poizner for President .	In February 2016 , it was announced that John Kasich Governor Kasich of Ohio joined National Co Chairman and California State Chairman for Steve Poizner as President .	1
Titus Geganius Macerinus was a Roman statesman who served as Consul in 492 BC with Publius Minucius Augurinus .	Publius Minucius Augurinus was a Roman statesman who served as a consul with Titus Geganius Macerinus in 492 BCE .	0
It is now held by John Richard Attlee ' s grandson Clement Attlee , 3rd Earl Attlee .	It is now held by Clement Attlee 's grandson John Richard Attlee , Earl Attlee 3rd .	0
The company built a hotel in Eskisehir and a paper factory in Kazakhstan in Turkey .	The company built in Eskisehir a hotel in Turkey and a paper factory in Kazakhstan .	0
Komatsubara was born on July 28 , 1992 , in Tokyo . She married Timothy Koleto in January 2017 in Okayama , Japan .	She was born on July 28 , 1992 in Okayama , Japan , and married Timothy Koleto in Tokyo in January 2017 .	0
After testifying in the Till case , Reed moved to Chicago and changed his name to Willie Louis from Willie Reed .	After testifying in the Till case , Reed moved to Chicago and changed his name from Willie Louis to Willie Reed .	0
Telipinus installed his son Suppiluliuma as king of Aleppo .	Telipinus installed his son Suppiluliuma as the king of Aleppo .	1
Fotbal Club Forex Braşov was a Romanian professional football club from Braşov , Romania , founded in October 2002 and dissolved in 2011 .	Fotbal Club Forex Braşov was a Romanian professional club from Braşov , Romania , who was founded in October 2002 and was dissolved in 2011 .	1
The following is a table of the nominative case of the singular and plural second person in many languages , including their respectful variations ( if any ) :	The following is a table of the nominative case of the respectful person in many languages , including their singular and plural - second variants ( if present ) :	0
Probability ) that the other side of the card is black , since there are two cards it might be : the black and the mixed .	Probability that the other side of the card is black , since there are two cards that could be the black and the mixed .	1
"His first instrumental solo - acoustic guitar album ( "" Favored Nations "" , 2001 ) was a song that he dedicated to Michael Hedges ."	""" Intuite "" ( Favored Nations , 2001 ) included his first instrumental , solo acoustic guitar album . It was a song he dedicated to Michael Hedges ."	0
"Sestri Ponente is an industrial suburb of Genoa in northwest Italy and is part of the Medio Ponente "" Municipio "" of Genoa ."	"Genoa is an industrial suburb of Genoa in northwest Italy . It is part of the Medio Ponente "" municipio "" of Sestri Ponente ."	0
The tournament was hosted again in 2006 in San Francisco , where it was resumed for two years .	The tournament was hosted again in San Francisco in 2006 , where it was continued for two years .	1
"He won the second Prix de Rome for painting in 1813 and in 1814 the first Prix de Rome for his painting of the "" death of the Diagora "" ."	"He won the first Prix de Rome for painting in 1813 and in 1814 the second Prix de Rome for his paintings of the "" death of the Diagoras "" ."	0
Katrina Alegre ( Eula Valdez ) is the best friend of Alma Bautista ( Jean Garcia ) .	The best girlfriend of Alma Bautista ( Jean Garcia ) is Katrina Alegre ( Eula Valdez ) .	1
These arrangements have to correct explanations at different levels -- mathematics , physics , chemistry , biology -- individually , but all necessary together .	These arrangements have explanations at different levels -- mathematics , physics , chemistry , biology -- each individually necessary , but all correct together .	0
The station was built in 1915 by Connecticut Valley Railroad , New Haven and Hartford Railroad along the former New York stretch .	The station was built in 1915 along the former Connecticut Valley Railroad line from New York , New Haven and Hartford Railroad .	0
The R335 is a regional route in Somerset East , which links Port Elizabeth from the south to South Africa via Addo to the north .	The R335 is a regional route in South Africa that links Port Elizabeth to the south via Addo to the north with Somerset East .	0
Treen Cliff SSSI extends from Porthcurno beach in the west to Penberth Cove in the east .	Treen Cliff SSSI stretches from Porthcurno Beach in the west to Penberth Cove in the east .	1
In 1955 , it became the Central Electricity Authority , which in turn in 1957 the Central Electricity Generating Board .	In 1955 , this became the Central Electricity Authority , which in turn became the Central Electricity Generating Board in 1957 .	1
Maximilian II ( May 22 , 1792 - April 20 , 1869 ) was a Bavarian general lieutenant and minister of war under Bernhard Franz von Hess von Bayern .	Bernhard Franz von Hess ( May 22 , 1792 - April 20 , 1869 ) was a Bavarian general lieutenant and minister of war under Maximilian II of Bavaria .	0
A few years later , Goodman became Hyman 's pianist himself .	A few years later , Hyman became himself Goodman pianist .	0
Born in York ( Toronto ) in 1799 , he grew up in Kingston .	He was born in York ( Toronto ) in 1799 and grew up in Kingston .	1
The returning Carrawell , who last played with Sta.Lucia three years ago , replaces Isaac Fontaine .	The returning Isaac Fontaine , who last played Sta.Lucia three years ago , replaces Carrawell .	0
De Doorns is a town in South Africa in the Western Cape province of Cape Winelands District Municipality .	De Doorns is a city in the Cape Winelands District Municipality in the province of Western Cape , South Africa .	0
Scurria viridula is a species of sea snail , a true limpet , a true gastropod mollusk in the family Lottiidae , one of the families of marine limpets .	Scurria viridula is a species of sea snail , a true limpet , a marine gastropod mollusk in the Lottiidae family , one of the families of the true limpets .	0
Mirzá Pír Muhammad soon took to Delhi , which place he went and where he was crowned as king .	Soon Mirzá Pír Muhammad took to Delhi where he went and where he was crowned as king .	1
In the past , we remember the other Maran , a famous Indian intelligence officer of DHEIVA THAAI from 1964 .	In the past , we remember the other Maran , an Indian intelligence famous officer from DHEIVA THAAI of 1964 .	1
Anthony Patrick Babington ( 4 April 1920 , County Cork -- 10 May 2004 , London ) was an Anglo-Irish author , judge and Army officer .	Anthony Patrick Babington ( 4 April 1920 , County Cork -- May 10 , 2004 , London ) was an English author , judge and army officer .	1
The awards have often bypassed the great Try - Scorer , winner - Captain or Top - International - player .	The awards have often bypassed the great try scorer , winning captain or top International player .	1
The nest is generally a flat cup , but can be deep with a deepening for the eggs .	The nest is generally a flat cup but can be deep with a depression for the eggs .	1
Boyd was born in Montgomery , Alabama , the daughter of a single mother , Dora Lee McClain .	Boyd was born in Montgomery , Alabama , the daughter of single mother Dora Lee McClain .	1
Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Belarusian ( until 2000 ) and Ukrainian ( since 2000 ) flight skier .	Alla Petrovna Tsuper ( born April 16 , 1979 ) is a Ukrainian cross-country skier ( until 2000 ) and a Belarusian ( since 2000 ) .	0
The incumbent democrat , David Walters , won re-election to Republican Jim Inhofe , the former governor , for a second term .	Incumbent Republican Jim Inhofe won re-election to a second term over Democrat David Walters , the former Governor .	0
The development of the energy business included the opening of a new office in Middlesbrough and the construction of a special vessel , Cable Enterprise .	The development of the energy business included the opening of a specialist office in Middlesbrough and the construction of a new ship , Cable Enterprise .	0
Thimilarmadam is a small town in Sri Lanka , within the northern province .	Thimilarmadam is a small town in Sri Lanka 's northern province .	1
In 1938 , after Anfuso was appointed Minister of Foreign Affairs , Ciano became Head of Staff Ministers .	In 1938 , after Ciano was appointed Minister of Foreign Affairs , Anfuso became Head of Ministry of Staff .	0
He represented Nigeria at the 1999 FIFA World Youth Championship held in Australia .	He represented Nigeria at the FIFA - Youth - World Championship in Australia in 1999 .	1
Luders became an assistant coach of West Adelaide in 2009 and is the father of West Adelaide player Scott Luders .	In 2009 , he became assistant coach of West Adelaide and is the father of West Adelaide player Scott Luders .	1
The Nadeş River is a tributary of the Ciortosu River in Romania .	The Nadeş River is a tributary of the River Ciortosu in Romania .	1
AMBIT is a symbolic programming language , introduced in 1964 by Carlos Christensen of Massachusetts Computer Associates for historical calculation .	AMBIT is a historical programming language that was introduced in 1964 by Carlos Christensen of Massachusetts Computer Associates for the symbolic calculation .	0
Scenic design was by Allen Moyer , lighting by David Van Tieghem , costumes by Michael Krass and the original music and sound design by David Lander .	Scenic design was done by Allen Moyer , lighting by David Van Tieghem , costumes by Michael Krass and the original music and sound design of David Lander .	1
Design by Jeff Grubb with Andria Hayday , a cover by Jeff Easley and illustrations by Karl Waller .	Design was developed by Jeff Grubb with Andria Hayday , a cover of Karl Waller and illustrations by Jeff Easley .	0
The city is located to the northeast of Gaza - town and Mediterranean , west of Amman , Jordan , southeast of Tel Aviv , Israel and south of Jerusalem .	The city is located south of Gaza City and the Mediterranean Sea , northeast of Amman , Jordan , southeast of Tel Aviv , Israel and west of Jerusalem .	0
There he painted local synagogues , narrow streets , ancient inhabitants and the surrounding countryside .	There he painted the ancient synagogues , narrow lanes , local inhabitants and surrounding countryside .	0
Satellite Beach is part of Melbourne 's Metropolitan Statistical Area -- Palm Bay -- Titusville .	Satellite Beach is part of the Metropolitan Statistical Area of Palm Bay -- Melbourne -- Melbourne -- Titusville .	1
The ditch was cut out of rock and about 5 m wide and 4 to 5 m deep .	The ditch was cut from rock and about 5 m wide and 4 to 5 m deep .	1
The lower Duwamish was the site of the former concentration of Duwamish villages before substantial European contact .	The lower Duwamish was the site of the former concentration of Duwamish villages before the main European contact .	1
ABC stopped airing the series after the first episode of the sixth season .	ABC stopped ventilating the series after the sixth episode of the first season .	0
The Sitna River is a tributary of the River Urechioiu in Romania .	The River Urechioiu is a tributary of the Sitna River in Romania .	0
The series tells the life of 14-year-old Isabelle and her mother , Barbara , who is a divorced lawyer .	The series tells the life of the 14-year-old Isabelle and her mother , Barbara , who is a divorced lawyer .	1
It heard the cases in civil law , criminal law and cases concerning the conflict of competences between the military , police and civil courts .	It heard the cases in criminal law , civil law , and cases involving the conflict of jurisdiction between the military , police and civil courts .	1
The high ground became Gentilly Boulevard and U.S. Highway 90 , part of the Old Spanish Trail from Los Angeles , California to St. Augustine , Florida .	The high ground was Gentilly Boulevard and U.S. Highway 90 , part of the Old Spanish Trail from Los Angeles , California to St. Augustine , Florida .	1
"Lost Bass -- "" Bomb Your Soul "" ."	"Bomb the Bass -- "" Lost Your Soul """	0
In this 75 minute production , filmmaker , Dan Jason meets Jocelyn Demers on Salt Spring Island .	In this 75 - minute production , filmmaker Dan Jason will meet Salt Spring Island on Jocelyn Demers .	0
Agreement with Bolivia was denounced on 4 August 2016 and not applied from 4 February 2017 .	The agreement with Bolivia was applied on 4 August 2016 and was not denounced from 4 February 2017 .	0
He met with a group of Boston 's most influential musical leaders to discuss a school based on the conservatories of Europe .	He met with a group of the most influential musical leaders of Boston to discuss a school based on the conservatories of Europe .	1
Stavely 's cynical manipulation of the easily corruptible islanders has been interpreted as an indictment of Western imperialism and the cultural tyranny of American missionaries .	The cynical manipulation of Stavely 's easily corruptible islanders was interpreted as an indictment of American imperialism and the cultural tyranny of Western missionaries .	0
In 1988 , the Paramount Pictures changed its name to Suncoast Motion Picture Company .	In 1988 , the Suncoast Motion Picture Company changed its name to Paramount Pictures .	0
Cashel is a village in County Galway , Connacht province of Ireland .	Cashel is a village in Ireland , in Connacht Province , County Galway .	0
His troops were , however , enough to prevent a Serbian invasion , and he led the Bulgarian delegation that negotiated with Serbian King Stefan Decanski .	His troops , however , were enough to prevent a Serbian invasion , and he introduced the Serbian delegation that negotiated with the Bulgarian king , Stefan Decanski .	0
In 2012 , Solanco School District received homestead residents approved $ 79 .	In 2012 , approved Solanco School District Homestead residents received $ 79 .	0
In 2010 he won the 17th place in the 2nd Ukrainian Team Chess Championship with the Rivne Forest Bisons team .	"In 2010 he won 17th place in 2nd Ukrainian Team Chess Championship with team "" Rivne Forest Bisons "" ."	1
Withypool is in the Barle Valley on the River Barle . The village lies on the route of the Two Moors Way and the Celtic Way Exmoor Option .	Withypool is located in the Barle Valley on the river Barle . The village lies on the route of the Two Moors Way and the Exmoor Celtic Way option .	1
Baba ji spread his Sufi thoughts through various books like Piya Rung Kala , Kajal Kotha , etc .	Baba ji has spread his various thoughts through Sufi books like Piya Rung Kala , Kajal Kotha etc .	0
""" Representation in the fictional world signifies social existence ; absence means symbolic annihilation . """	""" Representation in the fictional world means social existence , absence means symbolic annihilation ."	1
Huge fields along the zone were discovered in 1920 by Long Beach Oil Field and Huntington Beach Oil Field in 1921 .	Huge fields along the zone were discovered at the Huntington Beach Oil Field in 1920 and at Long Beach Oil Field in 1921 .	0
A few years later , after Obasanjo died and General Abdulsalami Abubakar took power , General Abacha was released and pardoned .	A few years later , General Obasanjo was released and pardoned after Abacha died and after General Abdulsalami Abubakar took over power .	0
"The concept of a redistributive system is at least as old as the concept of Pharaoh , which means "" royal house "" and describes the large palace ."	"The concept of a redistribution system is at least as old as the concept of Pharaoh , which means "" great house "" and describes the royal palace ."	0
In 2011 George Maguire appeared as Richard Loeb in Thrill Me , first at the Charing Cross Theatre in London and then at the Tristan Bates Theatre .	In 2011 , George Maguire appeared as Richard Loeb in Thrill Me , first in the Tristan Bates Theatre in London , and then in the Charing Cross Theatre .	0
"The command "" create "" is used to set up a new database , table , index , or stored procedure ."	"The "" establish "" command is used to create a new database , table , index , or stored procedure ."	0
"About the song Billboard wrote : "" You catch the beat , now you know the groove ."	"Billboard wrote about the song : "" You catch the beat , now know the groove ."	1
Other frequenters of the colony were the writer Adolf Wolff and the sculptor Alfred Kreymborg .	Other visitors of the colony were the writer Adolf Wolff and the sculptor Alfred Kreymborg .	1
The Hunters is a 2011 French crime horror thriller film directed by Chris Briant . The film was produced by Antoine Huet ,	The film The Hunters is a French crime - horror - thriller - film from 2011 by Chris Briant , produced by Antoine Huet .	1
Keswick River is an airport in New Brunswick , Canada located near the Weyman Airpark in Sisson Settlement .	Weyman Airpark is an airport located in New Brunswick , Canada , close to the Keswick River in Sisson Settlement .	0
This is a list of city and regional parks in British Columbia including national parks , provincial parks , urban and regional parks .	This is a list of municipal and regional parks in British Columbia including national parks , provincial parks , municipal and regional parks .	1
For large data small factors can not be ignored , but for inefficient data an asymptotically linear or quadratic algorithm may be more efficient .	For large data , linear or square factors can not be ignored , but an asymptotically inefficient algorithm can be more efficient for small data .	0
This species occurs in the Atlantic and the Gulf of Mexico , in the Caribbean Sea and Brazil .	This species occurs in the Atlantic Ocean and the Gulf of Mexico ; in the Caribbean Sea off Brazil .	1
The Tour of Antalya is a cycling race held in Turkey .	The Antalya tour is a cycling race in Turkey .	1
The 1980-81 Toronto Maple Leafs season was the Toronto Maple Leafs 54th season of the franchise , season 64th as the Maple Leafs .	The 1980 -- 81 Toronto Maple Leafs season was the Toronto Maple Leafs 64th season of the franchise , 54th season as the Maple Leafs .	0
This is caused by a combination of kinetic heating ( friction ) and adiabatic compression .	This is caused by a combination of adiabatic ( ribbed ) heating and kinetic compression .	0
Ann is married to Jennifer Aull , who was in the Greenpoint Reformed Church in Brooklyn Pastor with Ann .	Ann is married to Ann , who pastors with Jennifer Aull in the Greenpoint Reformed Church in Brooklyn .	0
In addition to the official Mexican teaching program , the German language has been taught only as a foreign language .	In addition to the German teaching programme , the official Mexican language was only taught as a foreign language .	0
While Rosenkranz was waiting in Ecuador for a ship to Havana , Cuba , the Japanese attacked Pearl Harbor .	While rosary was waiting in Ecuador for a ship to Havana , Cuba , the Japanese attacked Pearl Harbor .	1
Pedestrians and bicycles are not allowed , but can be permitted on a footpath .	Pedestrians and bicycles are not permitted , but may be allowed on a footpath .	1
Miss C. Abram Roberson was the first female graduate in 1908 , while Mr Ethel Peele was the first male graduate .	Miss Ethel Peele was the first female graduate in 1908 , while Mr. C. Abram Roberson was the first male graduate .	0
Tremor is a 1961 South African film , produced by Denis Scully and co directed by Michael Deeley .	Tremor is a South African film dating from 1961 , produced by Denis Scully and Co by Michael Deeley .	1
Professor Roman ' s books have been translated into Portuguese , French , Korean , Chinese , Bulgarian , Czech , Polish , Russian and Spanish .	Professor Roman 's books have been translated into Portuguese , French , Korean , Chinese , Russian , Polish , Bulgarian , Czech and Spanish .	1
